chromosome	source	feature	start	end	length	multiplicity	multovl.union.gff	multovl.strict.gff	sum	code	id
chr1	multovl	overlap	99872417	99874366	1950	2	1	1	2	XX	chr1_99872417_99874366
chr1	multovl	overlap	99990717	99993078	2362	2	1	1	2	XX	chr1_99990717_99993078
chr1	multovl	overlap	107559029	107562079	3051	2	1	1	2	XX	chr1_107559029_107562079
chr1	multovl	overlap	107885212	107887198	1987	2	1	1	2	XX	chr1_107885212_107887198
chr1	multovl	overlap	107887309	107891014	3706	2	1	1	2	XX	chr1_107887309_107891014
chr1	multovl	overlap	108068231	108068757	527	2	1	1	2	XX	chr1_108068231_108068757
chr1	multovl	overlap	108068789	108070817	2029	2	1	1	2	XX	chr1_108068789_108070817
chr1	multovl	overlap	108607687	108609462	1776	2	1	1	2	XX	chr1_108607687_108609462
chr1	multovl	overlap	108609560	108611882	2323	2	1	2	3	XX	chr1_108609560_108611882
chr1	multovl	overlap	108655012	108657278	2267	2	1	1	2	XX	chr1_108655012_108657278
chr1	multovl	overlap	108691783	108694072	2290	2	1	1	2	XX	chr1_108691783_108694072
chr1	multovl	overlap	109486451	109487470	1020	2	1	1	2	XX	chr1_109486451_109487470
chr1	multovl	overlap	113760430	113762260	1831	2	1	1	2	XX	chr1_113760430_113762260
chr1	multovl	overlap	116061643	116062612	970	2	1	1	2	XX	chr1_116061643_116062612
chr1	multovl	overlap	120206587	120208132	1546	2	1	1	2	XX	chr1_120206587_120208132
chr1	multovl	overlap	120218114	120219936	1823	2	1	1	2	XX	chr1_120218114_120219936
chr1	multovl	overlap	120284261	120287418	3158	2	1	1	2	XX	chr1_120284261_120287418
chr1	multovl	overlap	120944093	120944753	661	2	1	1	2	XX	chr1_120944093_120944753
chr1	multovl	overlap	120947778	120950305	2528	2	1	1	2	XX	chr1_120947778_120950305
chr1	multovl	overlap	121316172	121319076	2905	2	1	2	3	XX	chr1_121316172_121319076
chr1	multovl	overlap	121399280	121402034	2755	2	1	1	2	XX	chr1_121399280_121402034
chr1	multovl	overlap	121544360	121545937	1578	2	1	1	2	XX	chr1_121544360_121545937
chr1	multovl	overlap	121732369	121734832	2464	2	1	1	2	XX	chr1_121732369_121734832
chr1	multovl	overlap	121809018	121810439	1422	2	1	1	2	XX	chr1_121809018_121810439
chr1	multovl	overlap	121893473	121894253	781	2	1	1	2	XX	chr1_121893473_121894253
chr1	multovl	overlap	122015713	122018848	3136	2	1	1	2	XX	chr1_122015713_122018848
chr1	multovl	overlap	122153875	122155578	1704	2	1	1	2	XX	chr1_122153875_122155578
chr1	multovl	overlap	122160985	122162358	1374	2	1	1	2	XX	chr1_122160985_122162358
chr1	multovl	overlap	122492505	122494202	1698	2	1	1	2	XX	chr1_122492505_122494202
chr1	multovl	overlap	122498078	122502700	4623	2	1	2	3	XX	chr1_122498078_122502700
chr1	multovl	overlap	123223260	123225643	2384	2	1	1	2	XX	chr1_123223260_123225643
chr1	multovl	overlap	123326860	123329009	2150	2	1	1	2	XX	chr1_123326860_123329009
chr1	multovl	overlap	123463117	123465115	1999	2	1	1	2	XX	chr1_123463117_123465115
chr1	multovl	overlap	127330321	127332181	1861	2	1	1	2	XX	chr1_127330321_127332181
chr1	multovl	overlap	127332419	127333432	1014	2	1	1	2	XX	chr1_127332419_127333432
chr1	multovl	overlap	127456318	127459099	2782	2	1	1	2	XX	chr1_127456318_127459099
chr1	multovl	overlap	128726142	128727588	1447	2	1	1	2	XX	chr1_128726142_128727588
chr1	multovl	overlap	129100840	129103606	2767	2	1	1	2	XX	chr1_129100840_129103606
chr1	multovl	overlap	129669480	129670534	1055	2	1	1	2	XX	chr1_129669480_129670534
chr1	multovl	overlap	129670688	129672510	1823	2	1	1	2	XX	chr1_129670688_129672510
chr1	multovl	overlap	129764986	129766515	1530	2	1	1	2	XX	chr1_129764986_129766515
chr1	multovl	overlap	129998463	130001303	2841	2	1	2	3	XX	chr1_129998463_130001303
chr1	multovl	overlap	130140055	130143354	3300	2	1	1	2	XX	chr1_130140055_130143354
chr1	multovl	overlap	130255167	130256411	1245	2	1	1	2	XX	chr1_130255167_130256411
chr1	multovl	overlap	130312681	130314316	1636	2	1	1	2	XX	chr1_130312681_130314316
chr1	multovl	overlap	132358774	132359603	830	2	1	1	2	XX	chr1_132358774_132359603
chr1	multovl	overlap	132611618	132615092	3475	2	1	1	2	XX	chr1_132611618_132615092
chr1	multovl	overlap	132991384	132994458	3075	2	1	1	2	XX	chr1_132991384_132994458
chr1	multovl	overlap	133033560	133035740	2181	2	1	1	2	XX	chr1_133033560_133035740
chr1	multovl	overlap	133049376	133050715	1340	2	1	1	2	XX	chr1_133049376_133050715
chr1	multovl	overlap	133141018	133142674	1657	2	1	1	2	XX	chr1_133141018_133142674
chr1	multovl	overlap	133174498	133176604	2107	2	1	1	2	XX	chr1_133174498_133176604
chr1	multovl	overlap	133420065	133425985	5921	2	1	3	4	XX	chr1_133420065_133425985
chr1	multovl	overlap	133585156	133586975	1820	2	1	1	2	XX	chr1_133585156_133586975
chr1	multovl	overlap	133723756	133726184	2429	2	1	1	2	XX	chr1_133723756_133726184
chr1	multovl	overlap	133763503	133764943	1441	2	1	1	2	XX	chr1_133763503_133764943
chr1	multovl	overlap	133806956	133808838	1883	2	1	1	2	XX	chr1_133806956_133808838
chr1	multovl	overlap	133903292	133906484	3193	2	1	1	2	XX	chr1_133903292_133906484
chr1	multovl	overlap	134034518	134036915	2398	2	1	1	2	XX	chr1_134034518_134036915
chr1	multovl	overlap	134194718	134196646	1929	2	1	1	2	XX	chr1_134194718_134196646
chr1	multovl	overlap	134212399	134214761	2363	2	1	1	2	XX	chr1_134212399_134214761
chr1	multovl	overlap	134286537	134289013	2477	2	1	2	3	XX	chr1_134286537_134289013
chr1	multovl	overlap	134313341	134315406	2066	2	1	1	2	XX	chr1_134313341_134315406
chr1	multovl	overlap	134372736	134374868	2133	2	1	1	2	XX	chr1_134372736_134374868
chr1	multovl	overlap	134920641	134922634	1994	2	1	1	2	XX	chr1_134920641_134922634
chr1	multovl	overlap	134929600	134930767	1168	2	1	1	2	XX	chr1_134929600_134930767
chr1	multovl	overlap	134942546	134943526	981	2	1	1	2	XX	chr1_134942546_134943526
chr1	multovl	overlap	135026957	135032261	5305	2	1	2	3	XX	chr1_135026957_135032261
chr1	multovl	overlap	135077540	135078514	975	2	1	1	2	XX	chr1_135077540_135078514
chr1	multovl	overlap	135505592	135507224	1633	2	1	1	2	XX	chr1_135505592_135507224
chr1	multovl	overlap	135555628	135558239	2612	2	1	1	2	XX	chr1_135555628_135558239
chr1	multovl	overlap	135972037	135976023	3987	2	1	1	2	XX	chr1_135972037_135976023
chr1	multovl	overlap	136257349	136259371	2023	2	1	1	2	XX	chr1_136257349_136259371
chr1	multovl	overlap	136302101	136303975	1875	2	1	1	2	XX	chr1_136302101_136303975
chr1	multovl	overlap	136311975	136313551	1577	2	1	1	2	XX	chr1_136311975_136313551
chr1	multovl	overlap	136351226	136353185	1960	2	1	1	2	XX	chr1_136351226_136353185
chr1	multovl	overlap	136390444	136392633	2190	2	1	1	2	XX	chr1_136390444_136392633
chr1	multovl	overlap	136452638	136453738	1101	2	1	1	2	XX	chr1_136452638_136453738
chr1	multovl	overlap	136456368	136458218	1851	2	1	1	2	XX	chr1_136456368_136458218
chr1	multovl	overlap	136697053	136700780	3728	2	1	1	2	XX	chr1_136697053_136700780
chr1	multovl	overlap	136851411	136852883	1473	2	1	1	2	XX	chr1_136851411_136852883
chr1	multovl	overlap	136858455	136859803	1349	2	1	1	2	XX	chr1_136858455_136859803
chr1	multovl	overlap	137042440	137045738	3299	2	1	1	2	XX	chr1_137042440_137045738
chr1	multovl	overlap	137179021	137181051	2031	2	1	1	2	XX	chr1_137179021_137181051
chr1	multovl	overlap	137208806	137211128	2323	2	1	1	2	XX	chr1_137208806_137211128
chr1	multovl	overlap	137270368	137271949	1582	2	1	1	2	XX	chr1_137270368_137271949
chr1	multovl	overlap	137324932	137327823	2892	2	1	1	2	XX	chr1_137324932_137327823
chr1	multovl	overlap	137582784	137586280	3497	2	1	2	3	XX	chr1_137582784_137586280
chr1	multovl	overlap	137625160	137626708	1549	2	1	1	2	XX	chr1_137625160_137626708
chr1	multovl	overlap	137661792	137667607	5816	2	1	2	3	XX	chr1_137661792_137667607
chr1	multovl	overlap	137914333	137915533	1201	2	1	1	2	XX	chr1_137914333_137915533
chr1	multovl	overlap	138027203	138029215	2013	2	1	1	2	XX	chr1_138027203_138029215
chr1	multovl	overlap	138129164	138131328	2165	2	1	2	3	XX	chr1_138129164_138131328
chr1	multovl	overlap	138239951	138243485	3535	2	1	1	2	XX	chr1_138239951_138243485
chr1	multovl	overlap	138311058	138312440	1383	2	1	1	2	XX	chr1_138311058_138312440
chr1	multovl	overlap	138362275	138363526	1252	2	1	1	2	XX	chr1_138362275_138363526
chr1	multovl	overlap	138520675	138522946	2272	2	1	1	2	XX	chr1_138520675_138522946
chr1	multovl	overlap	139794715	139795834	1120	2	1	1	2	XX	chr1_139794715_139795834
chr1	multovl	overlap	140432395	140433504	1110	2	1	1	2	XX	chr1_140432395_140433504
chr1	multovl	overlap	140513772	140517194	3423	2	1	1	2	XX	chr1_140513772_140517194
chr1	multovl	overlap	140859176	140861380	2205	2	1	1	2	XX	chr1_140859176_140861380
chr1	multovl	overlap	141318001	141322610	4610	2	1	1	2	XX	chr1_141318001_141322610
chr1	multovl	overlap	141350597	141352550	1954	2	1	1	2	XX	chr1_141350597_141352550
chr1	multovl	overlap	145548379	145550773	2395	2	1	1	2	XX	chr1_145548379_145550773
chr1	multovl	overlap	145585994	145587660	1667	2	1	1	2	XX	chr1_145585994_145587660
chr1	multovl	overlap	145623135	145624224	1090	2	1	1	2	XX	chr1_145623135_145624224
chr1	multovl	overlap	145624312	145625576	1265	2	1	1	2	XX	chr1_145624312_145625576
chr1	multovl	overlap	145850361	145852082	1722	2	1	1	2	XX	chr1_145850361_145852082
chr1	multovl	overlap	151806871	151808705	1835	2	1	1	2	XX	chr1_151806871_151808705
chr1	multovl	overlap	151945189	151950024	4836	2	1	2	3	XX	chr1_151945189_151950024
chr1	multovl	overlap	152011602	152012512	911	2	1	1	2	XX	chr1_152011602_152012512
chr1	multovl	overlap	152238839	152241679	2841	2	1	2	3	XX	chr1_152238839_152241679
chr1	multovl	overlap	152838820	152839752	933	2	1	1	2	XX	chr1_152838820_152839752
chr1	multovl	overlap	153190735	153193381	2647	2	1	1	2	XX	chr1_153190735_153193381
chr1	multovl	overlap	153193610	153194274	665	2	1	1	2	XX	chr1_153193610_153194274
chr1	multovl	overlap	153274053	153277805	3753	2	1	1	2	XX	chr1_153274053_153277805
chr1	multovl	overlap	153346726	153348104	1379	2	1	1	2	XX	chr1_153346726_153348104
chr1	multovl	overlap	153601455	153602273	819	2	1	1	2	XX	chr1_153601455_153602273
chr1	multovl	overlap	153602353	153603935	1583	2	1	1	2	XX	chr1_153602353_153603935
chr1	multovl	overlap	153935624	153938265	2642	2	1	1	2	XX	chr1_153935624_153938265
chr1	multovl	overlap	154232831	154234034	1204	2	1	1	2	XX	chr1_154232831_154234034
chr1	multovl	overlap	154470667	154472653	1987	2	1	1	2	XX	chr1_154470667_154472653
chr1	multovl	overlap	154612744	154615064	2321	2	1	2	3	XX	chr1_154612744_154615064
chr1	multovl	overlap	154748205	154749904	1700	2	1	1	2	XX	chr1_154748205_154749904
chr1	multovl	overlap	154750376	154752168	1793	2	1	1	2	XX	chr1_154750376_154752168
chr1	multovl	overlap	154801525	154803297	1773	2	1	1	2	XX	chr1_154801525_154803297
chr1	multovl	overlap	155177317	155180031	2715	2	1	1	2	XX	chr1_155177317_155180031
chr1	multovl	overlap	155180138	155181237	1100	2	1	1	2	XX	chr1_155180138_155181237
chr1	multovl	overlap	155333035	155335135	2101	2	1	1	2	XX	chr1_155333035_155335135
chr1	multovl	overlap	155598635	155600171	1537	2	1	1	2	XX	chr1_155598635_155600171
chr1	multovl	overlap	155746381	155748275	1895	2	1	1	2	XX	chr1_155746381_155748275
chr1	multovl	overlap	156943627	156947119	3493	2	1	1	2	XX	chr1_156943627_156947119
chr1	multovl	overlap	156955334	156956349	1016	2	1	1	2	XX	chr1_156955334_156956349
chr1	multovl	overlap	156993184	156994213	1030	2	1	1	2	XX	chr1_156993184_156994213
chr1	multovl	overlap	157005730	157007061	1332	2	1	1	2	XX	chr1_157005730_157007061
chr1	multovl	overlap	157090360	157092694	2335	2	1	1	2	XX	chr1_157090360_157092694
chr1	multovl	overlap	157263308	157264807	1500	2	1	1	2	XX	chr1_157263308_157264807
chr1	multovl	overlap	157404517	157406556	2040	2	1	1	2	XX	chr1_157404517_157406556
chr1	multovl	overlap	157657060	157658620	1561	2	1	1	2	XX	chr1_157657060_157658620
chr1	multovl	overlap	157658631	157661047	2417	2	1	1	2	XX	chr1_157658631_157661047
chr1	multovl	overlap	157819130	157821400	2271	2	1	2	3	XX	chr1_157819130_157821400
chr1	multovl	overlap	157881520	157885228	3709	2	1	1	2	XX	chr1_157881520_157885228
chr1	multovl	overlap	157887774	157889966	2193	2	1	1	2	XX	chr1_157887774_157889966
chr1	multovl	overlap	158350536	158351743	1208	2	1	1	2	XX	chr1_158350536_158351743
chr1	multovl	overlap	158402684	158404689	2006	2	1	1	2	XX	chr1_158402684_158404689
chr1	multovl	overlap	158488378	158490511	2134	2	1	1	2	XX	chr1_158488378_158490511
chr1	multovl	overlap	158545652	158548199	2548	2	1	1	2	XX	chr1_158545652_158548199
chr1	multovl	overlap	158602806	158605339	2534	2	1	1	2	XX	chr1_158602806_158605339
chr1	multovl	overlap	158647768	158649135	1368	2	1	1	2	XX	chr1_158647768_158649135
chr1	multovl	overlap	158868425	158869685	1261	2	1	1	2	XX	chr1_158868425_158869685
chr1	multovl	overlap	159340907	159342742	1836	2	1	1	2	XX	chr1_159340907_159342742
chr1	multovl	overlap	159342754	159343529	776	2	1	1	2	XX	chr1_159342754_159343529
chr1	multovl	overlap	161161575	161162632	1058	2	1	1	2	XX	chr1_161161575_161162632
chr1	multovl	overlap	161162783	161164317	1535	2	1	1	2	XX	chr1_161162783_161164317
chr1	multovl	overlap	161974175	161975315	1141	2	1	1	2	XX	chr1_161974175_161975315
chr1	multovl	overlap	162125279	162126426	1148	2	1	1	2	XX	chr1_162125279_162126426
chr1	multovl	overlap	162140484	162144307	3824	2	1	2	3	XX	chr1_162140484_162144307
chr1	multovl	overlap	162721722	162723724	2003	2	1	1	2	XX	chr1_162721722_162723724
chr1	multovl	overlap	162835828	162838389	2562	2	1	1	2	XX	chr1_162835828_162838389
chr1	multovl	overlap	162963619	162967703	4085	2	1	3	4	XX	chr1_162963619_162967703
chr1	multovl	overlap	162999817	163002421	2605	2	1	1	2	XX	chr1_162999817_163002421
chr1	multovl	overlap	163060213	163061994	1782	2	1	1	2	XX	chr1_163060213_163061994
chr1	multovl	overlap	163178469	163181671	3203	2	1	1	2	XX	chr1_163178469_163181671
chr1	multovl	overlap	163805322	163806959	1638	2	1	1	2	XX	chr1_163805322_163806959
chr1	multovl	overlap	163807019	163808211	1193	2	1	1	2	XX	chr1_163807019_163808211
chr1	multovl	overlap	163899259	163900460	1202	2	1	1	2	XX	chr1_163899259_163900460
chr1	multovl	overlap	164147424	164149895	2472	2	1	1	2	XX	chr1_164147424_164149895
chr1	multovl	overlap	164149952	164151617	1666	2	1	1	2	XX	chr1_164149952_164151617
chr1	multovl	overlap	164151673	164152521	849	2	1	1	2	XX	chr1_164151673_164152521
chr1	multovl	overlap	164477365	164479551	2187	2	1	1	2	XX	chr1_164477365_164479551
chr1	multovl	overlap	164499376	164502305	2930	2	1	1	2	XX	chr1_164499376_164502305
chr1	multovl	overlap	164668565	164671018	2454	2	1	1	2	XX	chr1_164668565_164671018
chr1	multovl	overlap	165239204	165245139	5936	2	1	1	2	XX	chr1_165239204_165245139
chr1	multovl	overlap	165331956	165334561	2606	2	1	1	2	XX	chr1_165331956_165334561
chr1	multovl	overlap	165709701	165710688	988	2	1	1	2	XX	chr1_165709701_165710688
chr1	multovl	overlap	165859230	165861425	2196	2	1	1	2	XX	chr1_165859230_165861425
chr1	multovl	overlap	165923885	165925903	2019	2	1	1	2	XX	chr1_165923885_165925903
chr1	multovl	overlap	166178263	166179076	814	2	1	1	2	XX	chr1_166178263_166179076
chr1	multovl	overlap	166179131	166181778	2648	2	1	1	2	XX	chr1_166179131_166181778
chr1	multovl	overlap	166236396	166238644	2249	2	1	1	2	XX	chr1_166236396_166238644
chr1	multovl	overlap	166386209	166388491	2283	2	1	1	2	XX	chr1_166386209_166388491
chr1	multovl	overlap	166828731	166829664	934	2	1	1	2	XX	chr1_166828731_166829664
chr1	multovl	overlap	167123892	167124613	722	2	1	1	2	XX	chr1_167123892_167124613
chr1	multovl	overlap	167165683	167167935	2253	2	1	1	2	XX	chr1_167165683_167167935
chr1	multovl	overlap	167211256	167213108	1853	2	1	1	2	XX	chr1_167211256_167213108
chr1	multovl	overlap	167389174	167391301	2128	2	1	1	2	XX	chr1_167389174_167391301
chr1	multovl	overlap	167391328	167392442	1115	2	1	1	2	XX	chr1_167391328_167392442
chr1	multovl	overlap	167563484	167564856	1373	2	1	1	2	XX	chr1_167563484_167564856
chr1	multovl	overlap	167571457	167573680	2224	2	1	1	2	XX	chr1_167571457_167573680
chr1	multovl	overlap	167693485	167695279	1795	2	1	1	2	XX	chr1_167693485_167695279
chr1	multovl	overlap	167931187	167932335	1149	2	1	1	2	XX	chr1_167931187_167932335
chr1	multovl	overlap	167932861	167934002	1142	2	1	1	2	XX	chr1_167932861_167934002
chr1	multovl	overlap	168309097	168310862	1766	2	1	1	2	XX	chr1_168309097_168310862
chr1	multovl	overlap	168339122	168340359	1238	2	1	1	2	XX	chr1_168339122_168340359
chr1	multovl	overlap	169213562	169215252	1691	2	1	1	2	XX	chr1_169213562_169215252
chr1	multovl	overlap	169237654	169239740	2087	2	1	1	2	XX	chr1_169237654_169239740
chr1	multovl	overlap	169279786	169281076	1291	2	1	1	2	XX	chr1_169279786_169281076
chr1	multovl	overlap	169322797	169324799	2003	2	1	1	2	XX	chr1_169322797_169324799
chr1	multovl	overlap	170358020	170362081	4062	2	1	2	3	XX	chr1_170358020_170362081
chr1	multovl	overlap	170362613	170363267	655	2	1	1	2	XX	chr1_170362613_170363267
chr1	multovl	overlap	171460978	171462525	1548	2	1	2	3	XX	chr1_171460978_171462525
chr1	multovl	overlap	171898127	171900549	2423	2	1	2	3	XX	chr1_171898127_171900549
chr1	multovl	overlap	172038153	172042708	4556	2	1	1	2	XX	chr1_172038153_172042708
chr1	multovl	overlap	172103891	172106007	2117	2	1	2	3	XX	chr1_172103891_172106007
chr1	multovl	overlap	172144396	172146187	1792	2	1	1	2	XX	chr1_172144396_172146187
chr1	multovl	overlap	172519104	172520358	1255	2	1	1	2	XX	chr1_172519104_172520358
chr1	multovl	overlap	172574387	172576372	1986	2	1	1	2	XX	chr1_172574387_172576372
chr1	multovl	overlap	172796545	172799409	2865	2	1	2	3	XX	chr1_172796545_172799409
chr1	multovl	overlap	172814379	172815938	1560	2	1	1	2	XX	chr1_172814379_172815938
chr1	multovl	overlap	172963061	172964989	1929	2	1	1	2	XX	chr1_172963061_172964989
chr1	multovl	overlap	172966525	172967620	1096	2	1	1	2	XX	chr1_172966525_172967620
chr1	multovl	overlap	172967874	172969536	1663	2	1	1	2	XX	chr1_172967874_172969536
chr1	multovl	overlap	172974011	172975963	1953	2	1	1	2	XX	chr1_172974011_172975963
chr1	multovl	overlap	173031690	173032915	1226	2	1	1	2	XX	chr1_173031690_173032915
chr1	multovl	overlap	173032940	173034056	1117	2	1	1	2	XX	chr1_173032940_173034056
chr1	multovl	overlap	173041395	173042680	1286	2	1	1	2	XX	chr1_173041395_173042680
chr1	multovl	overlap	173079754	173081613	1860	2	1	1	2	XX	chr1_173079754_173081613
chr1	multovl	overlap	173151438	173152696	1259	2	1	1	2	XX	chr1_173151438_173152696
chr1	multovl	overlap	173176317	173178224	1908	2	1	1	2	XX	chr1_173176317_173178224
chr1	multovl	overlap	173180323	173183298	2976	2	1	1	2	XX	chr1_173180323_173183298
chr1	multovl	overlap	173192167	173193282	1116	2	1	1	2	XX	chr1_173192167_173193282
chr1	multovl	overlap	173199991	173201696	1706	2	1	1	2	XX	chr1_173199991_173201696
chr1	multovl	overlap	173210073	173212245	2173	2	1	1	2	XX	chr1_173210073_173212245
chr1	multovl	overlap	173217149	173218381	1233	2	1	1	2	XX	chr1_173217149_173218381
chr1	multovl	overlap	173223726	173225677	1952	2	1	1	2	XX	chr1_173223726_173225677
chr1	multovl	overlap	173257500	173259618	2119	2	1	1	2	XX	chr1_173257500_173259618
chr1	multovl	overlap	173259643	173261213	1571	2	1	1	2	XX	chr1_173259643_173261213
chr1	multovl	overlap	173274625	173276937	2313	2	1	1	2	XX	chr1_173274625_173276937
chr1	multovl	overlap	173340734	173343310	2577	2	1	1	2	XX	chr1_173340734_173343310
chr1	multovl	overlap	173368294	173369653	1360	2	1	1	2	XX	chr1_173368294_173369653
chr1	multovl	overlap	173433561	173434928	1368	2	1	1	2	XX	chr1_173433561_173434928
chr1	multovl	overlap	173956188	173957187	1000	2	1	1	2	XX	chr1_173956188_173957187
chr1	multovl	overlap	174011473	174014700	3228	2	1	1	2	XX	chr1_174011473_174014700
chr1	multovl	overlap	174056496	174058119	1624	2	1	1	2	XX	chr1_174056496_174058119
chr1	multovl	overlap	174077561	174079977	2417	2	1	1	2	XX	chr1_174077561_174079977
chr1	multovl	overlap	174135398	174136956	1559	2	1	1	2	XX	chr1_174135398_174136956
chr1	multovl	overlap	174239621	174240712	1092	2	1	1	2	XX	chr1_174239621_174240712
chr1	multovl	overlap	174241680	174243576	1897	2	1	1	2	XX	chr1_174241680_174243576
chr1	multovl	overlap	174305813	174308325	2513	2	1	1	2	XX	chr1_174305813_174308325
chr1	multovl	overlap	174411802	174412958	1157	2	1	1	2	XX	chr1_174411802_174412958
chr1	multovl	overlap	174429797	174432133	2337	2	1	1	2	XX	chr1_174429797_174432133
chr1	multovl	overlap	174492599	174493728	1130	2	1	1	2	XX	chr1_174492599_174493728
chr1	multovl	overlap	174562359	174563401	1043	2	1	1	2	XX	chr1_174562359_174563401
chr1	multovl	overlap	175696025	175697260	1236	2	1	1	2	XX	chr1_175696025_175697260
chr1	multovl	overlap	175807892	175808726	835	2	1	1	2	XX	chr1_175807892_175808726
chr1	multovl	overlap	175840816	175843455	2640	2	1	1	2	XX	chr1_175840816_175843455
chr1	multovl	overlap	177554381	177556431	2051	2	1	1	2	XX	chr1_177554381_177556431
chr1	multovl	overlap	177621713	177623133	1421	2	1	1	2	XX	chr1_177621713_177623133
chr1	multovl	overlap	177810276	177811727	1452	2	1	1	2	XX	chr1_177810276_177811727
chr1	multovl	overlap	178742182	178745654	3473	2	1	1	2	XX	chr1_178742182_178745654
chr1	multovl	overlap	178748398	178749362	965	2	1	1	2	XX	chr1_178748398_178749362
chr1	multovl	overlap	179186848	179187892	1045	2	1	1	2	XX	chr1_179186848_179187892
chr1	multovl	overlap	179188577	179189660	1084	2	1	1	2	XX	chr1_179188577_179189660
chr1	multovl	overlap	179371000	179372155	1156	2	1	1	2	XX	chr1_179371000_179372155
chr1	multovl	overlap	179372963	179373937	975	2	1	1	2	XX	chr1_179372963_179373937
chr1	multovl	overlap	179724399	179726696	2298	2	1	1	2	XX	chr1_179724399_179726696
chr1	multovl	overlap	179912882	179913622	741	2	1	1	2	XX	chr1_179912882_179913622
chr1	multovl	overlap	180116873	180117781	909	2	1	1	2	XX	chr1_180116873_180117781
chr1	multovl	overlap	180247547	180250343	2797	2	1	1	2	XX	chr1_180247547_180250343
chr1	multovl	overlap	180264161	180268184	4024	2	1	1	2	XX	chr1_180264161_180268184
chr1	multovl	overlap	180268193	180268959	767	2	1	1	2	XX	chr1_180268193_180268959
