chr	start	end	length	summit	tags	X.10.log10.pvalue	fold_enrichment	FDR	start+summit-150bp	start+summit+150bp
chr17	46786837	46788205	1369	611	64	322.77	20.62	5.82	46787298	46787598
chr16	3982970	3983784	815	486	50	322.58	29.57	5.8	3983306	3983606
chr11	29425892	29426819	928	498	54	322.08	27.78	5.79	29426240	29426540
chr7	52391566	52392020	455	132	47	321.88	23.63	5.77	52391548	52391848
chr7	129210241	129211376	1136	322	54	321.75	21.73	5.75	129210413	129210713
chr10	80652981	80655823	2843	2462	92	321.53	15.89	5.74	80655293	80655593
chr12	86549728	86550301	574	241	43	320.77	24.44	5.72	86549819	86550119
chr14	122277354	122278264	911	438	50	320.66	22.26	5.71	122277642	122277942
chr5	107393105	107394087	983	515	53	320.46	18.33	5.69	107393470	107393770
chr14	102006753	102008580	1828	1494	68	319.07	16.3	5.68	102008097	102008397
chr1	89725903	89726950	1048	711	56	318.89	26.02	5.66	89726464	89726764
chr6	85400840	85402379	1540	650	58	318.52	20.72	5.65	85401340	85401640
chr2	116946203	116947239	1037	302	45	318.33	32.8	5.63	116946355	116946655
chr2	119163202	119164131	930	439	44	318.01	31.16	5.61	119163491	119163791
chr10	127495375	127496745	1371	664	61	317.98	27.65	5.6	127495889	127496189
chr17	32420636	32421998	1363	346	55	317.12	28.69	5.59	32420832	32421132
chr2	167619089	167619738	650	441	50	316.86	28.41	5.57	167619380	167619680
chr1	74282710	74284228	1519	359	61	316.48	23.01	5.56	74282919	74283219
chr5	149995213	149996622	1410	622	63	316.34	17.23	5.54	149995685	149995985
chr4	154608444	154610302	1859	1171	70	316.26	18.59	5.53	154609465	154609765
chr2	153386037	153388066	2030	976	72	315.76	17.02	5.51	153386863	153387163
chr18	10181054	10182699	1646	1203	53	315.7	18.86	5.5	10182107	10182407
chr16	11069612	11070770	1159	492	81	315.08	23.13	5.48	11069954	11070254
chr9	40262597	40263789	1193	275	51	314.98	21.67	5.47	40262722	40263022
chr3	54538564	54539940	1377	418	53	314.9	17.46	5.45	54538832	54539132
chr15	57907303	57908819	1517	703	54	314.53	16.5	5.44	57907856	57908156
chr1	187186445	187187510	1066	375	46	314.35	22	5.43	187186670	187186970
chr11	52173843	52175532	1690	448	73	313.68	18.33	5.41	52174141	52174441
chr14	47917607	47918263	657	307	37	313.55	48.89	5.4	47917764	47918064
chr3	95754583	95755538	956	472	48	313.3	29.33	5.38	95754905	95755205
chr2	30938028	30938709	682	417	44	313.29	32.74	5.37	30938295	30938595
chr11	29273218	29274187	970	395	42	312.2	37.71	5.36	29273463	29273763
chr17	28450142	28450942	801	489	44	312.09	25.97	5.34	28450481	28450781
chr5	149770502	149771597	1096	374	56	311.57	16.04	5.33	149770726	149771026
chr17	56812364	56813266	903	445	46	311.31	19.86	5.32	56812659	56812959
chr5	135643759	135645118	1360	917	64	311.28	14.67	5.3	135644526	135644826
chr2	118527759	118529934	2176	1054	71	311.02	14.67	5.29	118528663	118528963
chr13	55550487	55552549	2063	771	83	310.88	25.09	5.28	55551108	55551408
chr8	123062353	123064229	1877	1109	71	309.56	12.62	5.26	123063312	123063612
chr16	49855125	49856528	1404	337	63	309.38	13.33	5.25	49855312	49855612
chr10	59725856	59726798	943	500	60	309.19	27.66	5.22	59726206	59726506
chr4	126106135	126107221	1087	632	59	309.19	21.92	5.22	126106617	126106917
chr17	34045890	34046960	1071	391	46	308.9	30.4	5.21	34046131	34046431
chr8	97570833	97572142	1310	277	56	308.75	31.02	5.2	97570960	97571260
chr9	50424855	50425709	855	611	41	308.61	27.02	5.19	50425316	50425616
chr11	3435004	3436111	1108	615	57	308.19	19.7	5.17	3435469	3435769
chr5	124803169	124804427	1259	799	47	308.08	23.78	5.16	124803818	124804118
chr7	51802827	51803509	683	419	63	307.85	14.47	5.15	51803096	51803396
chr19	46673197	46673974	778	416	47	307.69	28.11	5.13	46673463	46673763
chr4	73897463	73898490	1028	414	46	307.66	23.87	5.12	73897727	73898027
chr8	122790186	122791691	1506	1078	67	307.62	25.4	5.11	122791114	122791414
chr3	148650843	148653095	2253	733	66	307.54	14.67	5.1	148651426	148651726
chr8	85965867	85966725	859	249	44	307.21	20.72	5.08	85965966	85966266
chr2	163244614	163246018	1405	710	61	306.98	15.38	5.07	163245174	163245474
chr5	108741154	108742155	1002	542	52	306.96	20.78	5.06	108741546	108741846
chr6	83065220	83066294	1075	314	50	306.79	35.07	5.05	83065384	83065684
chr3	103717966	103718925	960	436	41	306	25.6	5.04	103718252	103718552
chr5	88982307	88983986	1680	1218	66	305.68	18.33	5.02	88983375	88983675
chr1	133998360	133999320	961	469	53	305.33	30	5.01	133998679	133998979
chr4	42966451	42967991	1541	407	69	305.16	20.95	5	42966708	42967008
chr4	41295628	41296235	608	295	44	305.02	26.75	4.99	41295773	41296073
chr16	93152952	93153866	915	266	48	304.67	20.13	4.98	93153068	93153368
chr17	31883065	31884322	1258	729	57	304.54	24.44	4.96	31883644	31883944
chr6	91050374	91051088	715	510	48	304.48	24.09	4.95	91050734	91051034
chr4	141101653	141102985	1333	333	55	304.22	22	4.94	141101836	141102136
chr13	93300427	93301200	774	485	42	304.03	25.51	4.93	93300762	93301062
chr10	90544836	90546162	1327	543	52	303.85	14.35	4.92	90545229	90545529
chr2	71582328	71583489	1162	837	56	303.79	23.22	4.91	71583015	71583315
chr4	154998506	154999327	822	453	44	303.79	34.42	4.9	154998809	154999109
chr7	71083566	71084985	1420	1080	61	303.54	17.11	4.88	71084496	71084796
chr11	72774331	72775884	1554	1178	61	303.11	21.87	4.87	72775359	72775659
chr1	180298838	180299594	757	353	46	302.65	25.67	4.86	180299041	180299341
chr11	116450505	116451422	918	285	53	302.62	22	4.85	116450640	116450940
chr9	108468788	108470037	1250	972	68	302.59	15.48	4.84	108469610	108469910
chr11	6446217	6447426	1210	261	50	302.39	23.33	4.83	6446328	6446628
chr5	136674196	136675315	1120	668	51	302.16	23.47	4.82	136674714	136675014
chr9	70526257	70527396	1140	530	47	301.92	29.33	4.81	70526637	70526937
chr9	94437356	94439420	2065	1675	58	301.87	17.84	4.79	94438881	94439181
chr6	34823949	34825153	1205	727	58	301.78	28.89	4.78	34824526	34824826
chr4	139299359	139300541	1183	925	59	301.41	20.95	4.77	139300134	139300434
chr17	15079827	15080967	1141	436	65	301.17	17.11	4.76	15080113	15080413
chr12	21379003	21379896	894	585	49	300.94	20.78	4.75	21379438	21379738
chr5	135725955	135727339	1385	903	59	300.62	12.22	4.74	135726708	135727008
chr1	133000171	133000756	586	357	44	300.54	28.28	4.73	133000378	133000678
chr18	56732130	56733467	1338	537	58	300.48	23.3	4.72	56732517	56732817
chr11	114624620	114625493	874	360	68	300.11	16.36	4.71	114624830	114625130
chr10	61948979	61950182	1204	502	50	300.1	20.28	4.7	61949331	61949631
chr15	96539714	96540771	1058	577	56	299.8	23.05	4.69	96540141	96540441
chr9	65062620	65063753	1134	787	47	299.48	22.17	4.68	65063257	65063557
chr11	70832439	70833771	1333	843	61	299.43	16.29	4.65	70833132	70833432
chr5	113542887	113544212	1326	523	61	299.43	18.37	4.65	113543260	113543560
chr6	135168274	135168955	682	292	61	299.43	15.56	4.65	135168416	135168716
chr9	69860179	69860785	607	160	38	299.4	33.48	4.64	69860189	69860489
chr6	88024856	88025573	718	308	39	299.34	36.85	4.63	88025014	88025314
chr5	31481690	31482899	1210	876	58	298.92	22.92	4.62	31482416	31482716
chr19	6400609	6402133	1525	1040	69	298.45	15.64	4.61	6401499	6401799
chr19	58527047	58529100	2054	377	93	298.33	12.47	4.6	58527274	58527574
chr10	43549814	43551094	1281	479	46	298.15	23.47	4.59	43550143	43550443
chr17	53617980	53618793	814	481	51	297.94	19.9	4.79	53618311	53618611
chr2	18313905	18314738	834	597	44	297.62	29.33	4.78	18314352	18314652
chr7	108052928	108053528	601	269	38	297.57	32.76	4.77	108053047	108053347
chr19	46072513	46073277	765	383	37	297.2	34.14	4.76	46072746	46073046
chr18	53267323	53268512	1190	739	50	297	43.04	4.75	53267912	53268212
chr1	60154750	60155575	826	374	38	296.78	32	4.74	60154974	60155274
chr18	36047640	36048464	825	349	48	296.67	18.33	4.73	36047839	36048139
chr8	74115074	74116540	1467	880	72	296.56	22.17	4.72	74115804	74116104
chr17	34092174	34093722	1549	475	68	295.94	17.81	4.71	34092499	34092799
chr11	86569906	86571763	1858	1196	87	295.82	19.8	4.7	86570952	86571252
chr8	127536474	127537377	904	427	48	295.6	25.29	4.69	127536751	127537051
chr10	82646286	82647869	1584	823	73	295.42	16.5	4.68	82646959	82647259
chr10	11211829	11212246	418	129	30	295.11	61.87	4.67	11211808	11212108
chr7	133839080	133840118	1039	285	60	295.03	25.04	4.66	133839215	133839515
chr7	7251673	7253092	1420	617	62	295.02	22	4.65	7252140	7252440
chr16	38712602	38713714	1113	727	47	294.79	21.22	4.64	38713179	38713479
chr18	61336082	61337170	1089	653	51	294.69	27.5	4.63	61336585	61336885
chr12	80081420	80082147	728	416	55	294.6	19.8	4.62	80081686	80081986
chr17	28758557	28759749	1193	820	54	294.6	30.12	4.6	28759227	28759527
chr6	38248215	38249644	1430	273	48	294.6	18.86	4.61	38248338	38248638
chr10	80522703	80523308	606	393	43	294.55	25.55	4.59	80522946	80523246
chr13	75678801	75679412	612	305	34	294.54	42.67	4.58	75678956	75679256
chr9	109833842	109834722	881	525	46	294.11	17.65	4.57	109834217	109834517
chr3	14886083	14887040	958	120	46	294.1	39	4.56	14886053	14886353
chr4	154623259	154624616	1358	828	56	294.1	17.02	4.55	154623937	154624237
chr11	5057916	5058757	842	412	49	294.08	28.89	4.55	5058178	5058478
chr8	125897318	125898376	1059	307	55	293.94	22.19	4.54	125897475	125897775
chr14	70455578	70457655	2078	1379	90	293.88	19.55	4.53	70456807	70457107
chr7	25682157	25682866	710	281	44	293.83	24.44	4.52	25682288	25682588
chr16	32430649	32431367	719	275	47	293.56	27.24	4.51	32430774	32431074
chr2	156665164	156667172	2009	981	64	293.35	12.75	4.5	156665995	156666295
chr16	56717239	56717997	759	499	42	293.12	23.47	4.49	56717588	56717888
chr7	134614207	134615624	1418	950	64	293.11	16.76	4.48	134615007	134615307
chr4	108132482	108133517	1036	473	43	292.8	26.32	4.47	108132805	108133105
chr7	74516966	74518620	1655	843	62	292.69	22.26	4.46	74517659	74517959
chr17	73622726	73623605	880	353	51	292.68	20.95	4.45	73622929	73623229
chr7	106508371	106509092	722	542	43	292.68	31.43	4.44	106508763	106509063
chr10	18733947	18735564	1618	1285	67	292.43	18.34	4.44	18735082	18735382
chr19	32786359	32787502	1144	499	48	292.29	27.93	4.43	32786708	32787008
chr12	109571251	109572720	1470	1061	58	291.83	13.47	4.42	109572162	109572462
chr13	58229742	58230952	1211	634	47	291.6	19.21	4.41	58230226	58230526
chr9	121578206	121579488	1283	745	60	291.56	15.71	4.4	121578801	121579101
chr6	114918573	114920279	1707	943	59	291.21	12.48	4.39	114919366	114919666
chr10	94727178	94728093	916	424	60	291.08	12.69	4.38	94727452	94727752
chr2	172801994	172803327	1334	1027	62	290.96	24.09	4.37	172802871	172803171
chr14	26661439	26662524	1086	133	52	290.59	19.55	4.37	26661422	26661722
chr11	77029289	77030715	1427	808	56	290.56	21.15	4.36	77029947	77030247
chr13	52680339	52680941	603	323	41	290.56	34.22	4.35	52680512	52680812
chr10	126725566	126726624	1059	788	57	290.52	20.26	4.34	126726204	126726504
chr4	11117540	11119623	2084	1899	66	289.66	14.67	4.33	11119289	11119589
chr16	90142567	90144766	2200	164	67	289.46	13.47	4.32	90142581	90142881
chr17	64949763	64951636	1874	478	65	289.31	16.92	4.31	64950091	64950391
chr1	174306238	174307431	1194	367	52	289.02	24	4.31	174306455	174306755
chr18	74938162	74939079	918	517	43	288.95	22.81	4.3	74938529	74938829
chr2	32501800	32502675	876	281	44	288.92	30.8	4.29	32501931	32502231
chr16	11144058	11144347	290	167	38	288.13	21.27	4.28	11144075	11144375
chr17	28655328	28656400	1073	682	55	288	19.9	4.27	28655860	28656160
chr7	137662475	137663639	1165	800	45	287.91	22	4.26	137663125	137663425
chr17	84560388	84561515	1128	723	59	287.84	22.56	4.26	84560961	84561261
chr1	138242000	138243095	1096	717	49	287.22	32.26	4.25	138242567	138242867
chr2	151319724	151320707	984	237	44	286.99	27.7	4.24	151319811	151320111
chr12	121144974	121145734	761	508	36	286.42	32	4.23	121145332	121145632
chr8	85856045	85856857	813	458	39	286.4	38.5	4.22	85856353	85856653
chr17	28354554	28355930	1377	879	56	286.25	17.33	4.21	28355283	28355583
chr8	47593880	47594874	995	305	53	286.05	19.9	4.21	47594035	47594335
chr5	53980214	53981283	1070	659	48	285.94	22.45	4.2	53980723	53981023
chr5	3497388	3498053	666	300	44	285.63	27.36	4.19	3497538	3497838
chr16	35770078	35770842	765	374	42	285.1	32.43	4.18	35770302	35770602
chr11	79805837	79806914	1078	868	46	285	17.39	4.16	79806555	79806855
chr11	81835999	81836768	770	465	46	285	28.23	4.16	81836314	81836614
chr8	48019274	48020241	968	469	46	285	22.71	4.16	48019593	48019893
chr15	72890933	72891864	932	714	45	284.36	28.76	4.15	72891497	72891797
chr19	5803134	5804213	1080	560	47	284.21	29.93	4.14	5803544	5803844
chr1	82312815	82313542	728	328	42	284.17	29.36	4.14	82312993	82313293
chr14	24454961	24455627	667	447	42	284.08	28.11	4.13	24455258	24455558
chr8	126001534	126002287	754	207	37	284.03	28.95	4.12	126001591	126001891
chr7	86610621	86611854	1234	234	58	283.56	15.71	4.11	86610705	86611005
chr4	134827655	134829316	1662	1308	59	283.45	18.33	4.1	134828813	134829113
chr5	137943086	137944482	1397	1099	57	283.26	17.93	4.1	137944035	137944335
chr9	120019340	120020177	838	131	37	283.23	27.74	4.09	120019321	120019621
chr12	71087554	71088454	901	572	38	283.16	27.74	4.08	71087976	71088276
chr19	61300845	61302837	1993	296	65	283	12.69	4.07	61300991	61301291
chr14	26344899	26345961	1063	565	62	282.91	24.98	4.07	26345314	26345614
chr4	133608342	133609154	813	420	50	282.86	23.16	4.06	133608612	133608912
chr8	109580004	109581651	1648	758	60	282.81	21.48	4.05	109580612	109580912
chr11	4998686	5000321	1636	632	67	282.66	12.57	4.04	4999168	4999468
chr15	99802865	99803709	845	359	46	282.46	28.11	4.04	99803074	99803374
chr14	57286668	57287682	1015	263	47	282.28	29.33	4.03	57286781	57287081
chr11	75545975	75547488	1514	647	53	281.61	17.92	4.02	75546472	75546772
chr4	33334342	33335889	1548	487	53	281.53	12.75	4.01	33334679	33334979
chr11	59318850	59320399	1550	880	56	281.41	22	4.01	59319580	59319880
chr11	88368634	88369786	1153	315	57	281.38	19.9	4	88368799	88369099
chr11	58120273	58121501	1229	367	48	281.33	17.54	3.99	58120490	58120790
chr5	36042791	36044207	1417	752	56	281.22	21.87	3.99	36043393	36043693
chr4	122916285	122917567	1283	990	61	281.09	17.37	3.98	122917125	122917425
chr5	111937825	111938829	1005	536	52	280.99	24.8	3.97	111938211	111938511
chr15	63828985	63830140	1156	707	46	280.55	26.19	3.96	63829542	63829842
chr18	74427477	74428321	845	362	39	280.24	27.5	3.96	74427689	74427989
chr15	84143291	84144376	1086	610	50	280.2	21.33	3.95	84143751	84144051
chr5	65883650	65884707	1058	502	47	280.13	27.1	3.94	65884002	65884302
chr5	115939279	115940372	1094	576	51	280.07	13.44	3.94	115939705	115940005
chr7	148176259	148177526	1268	487	62	280.04	15.58	3.93	148176596	148176896
chr18	34380335	34381126	792	173	43	279.78	26.66	3.92	34380358	34380658
chr5	137818346	137818853	508	217	37	279.77	34.14	3.91	137818413	137818713
chr8	73011618	73012800	1183	724	61	279.76	13.75	3.91	73012192	73012492
chr17	23700862	23701495	634	338	35	279.44	25.67	3.9	23701050	23701350
chr7	63097210	63098176	967	359	49	279.33	20.09	3.89	63097419	63097719
chr19	6505962	6507907	1946	853	81	278.94	10.83	3.89	6506665	6506965
chr3	37795629	37796240	612	456	38	278.91	29.61	3.88	37795935	37796235
chr1	64663426	64664481	1056	357	46	278.75	19.45	3.87	64663633	64663933
chr15	31296546	31297855	1310	824	59	278.66	11.52	3.87	31297220	31297520
chr2	167246495	167247772	1278	965	57	278.55	24.06	3.86	167247310	167247610
chr9	62827886	62829101	1216	344	58	278.41	19.9	3.85	62828080	62828380
chr6	99473059	99473688	630	378	33	278.35	27.74	3.85	99473287	99473587
chr16	3884053	3885015	963	327	42	278.31	22.17	3.84	3884230	3884530
chr13	34967121	34968094	974	312	42	278.25	23.83	3.83	34967283	34967583
chr18	36048748	36049545	798	395	42	277.95	16.92	3.83	36048993	36049293
chr10	76978137	76978815	679	464	37	277.65	30	3.82	76978451	76978751
chr9	115218985	115220145	1161	1023	44	277.59	19.3	3.99	115219858	115220158
chr2	168780232	168781328	1097	558	64	277.5	13.2	3.98	168780640	168780940
chr14	32063987	32065109	1123	665	52	277.25	16.56	3.97	32064502	32064802
chr1	58360264	58361049	786	482	47	277	27.24	4.14	58360596	58360896
chr9	96096218	96097249	1032	441	45	276.97	16.8	4.13	96096509	96096809
chr3	90236690	90238130	1441	758	64	276.86	16.33	4.12	90237298	90237598
chr5	114625542	114626358	817	212	46	276.85	20.62	4.12	114625604	114625904
chr2	30567257	30568145	889	503	42	276.79	24.96	4.11	30567610	30567910
chr1	165709436	165710020	585	278	32	276.39	32	4.1	165709564	165709864
chr4	15884779	15885776	998	629	42	276.25	26.19	4.1	15885258	15885558
chr10	79688846	79689980	1135	246	55	276.2	17.81	4.09	79688942	79689242
chr4	130469655	130470551	897	443	49	276.19	26.96	4.08	130469948	130470248
chr6	129182600	129183217	618	356	43	276.12	21.39	4.07	129182806	129183106
chr5	118944647	118946502	1856	1100	75	276.09	15.58	4.07	118945597	118945897
chr9	65193595	65195001	1407	284	54	276.01	19.74	4.06	65193729	65194029
chr6	88791640	88793145	1506	737	60	275.68	12.6	4.05	88792227	88792527
chr10	59342094	59342986	893	205	46	275.47	18.64	4.05	59342149	59342449
chr13	49516135	49516910	776	431	46	275.19	24.8	4.04	49516416	49516716
chr2	119125350	119126162	813	632	42	274.81	21.15	4.03	119125832	119126132
chr9	105396777	105398144	1368	706	56	274.76	16.3	4.03	105397333	105397633
chr17	35984936	35985695	760	376	45	274.73	28.89	4.02	35985162	35985462
chr2	53050036	53051503	1468	506	52	274.48	20.72	4.01	53050392	53050692
chr19	4294091	4295001	911	426	53	274.28	24.44	4.01	4294367	4294667
chr6	29163356	29165108	1753	1139	78	273.98	19.55	4	29164345	29164645
chr14	122505894	122506809	916	353	45	273.95	29.33	3.99	122506097	122506397
chr5	139727927	139729452	1526	746	62	273.76	12.22	3.99	139728523	139728823
chr19	5490208	5491697	1490	237	63	273.66	16.76	3.98	5490295	5490595
chr11	118557542	118558808	1267	614	52	273.48	19.64	3.97	118558006	118558306
chr10	94878969	94880259	1291	523	54	272.96	17.11	3.97	94879342	94879642
chr8	113452906	113453644	739	378	48	272.92	27.5	3.96	113453134	113453434
chr4	86394169	86395271	1103	398	40	272.37	21.33	3.95	86394417	86394717
chr3	19559085	19559958	874	648	38	272.27	25.09	3.95	19559583	19559883
chr11	69230984	69232692	1709	1382	68	272.16	13.62	3.94	69232216	69232516
chr7	121260063	121261563	1501	207	57	272.03	14.94	3.93	121260120	121260420
chr3	51287559	51288548	990	471	50	272	14.44	3.93	51287880	51288180
chr8	97958412	97959059	648	300	33	271.95	27.24	3.92	97958562	97958862
chr2	119698064	119699242	1179	863	42	271.59	23.25	3.92	119698777	119699077
chr10	83006328	83007354	1027	634	42	271.42	19.21	3.91	83006812	83007112
chr16	32176641	32177993	1353	936	72	271.4	21.27	3.9	32177427	32177727
chr2	18918885	18920444	1560	1279	55	271.22	19.13	3.9	18920014	18920314
chr2	156744288	156744689	402	205	32	271.15	35.25	3.89	156744343	156744643
chr5	98459430	98460555	1126	377	46	270.84	16.8	3.88	98459657	98459957
chr19	60964923	60966164	1242	266	48	270.05	17.54	3.88	60965039	60965339
chr19	6275794	6277447	1654	378	67	269.95	13.06	3.87	6276022	6276322
chr3	86966879	86967620	742	392	45	268.53	30.38	4.03	86967121	86967421
chr8	113782272	113783366	1095	180	46	268.51	14.67	4.02	113782302	113782602
chr17	30023581	30025653	2073	466	67	268.47	12	4.01	30023897	30024197
