peak_chr	peak_start	peak_end	gene_name	gene_class	distance
chr11	50629626	50630262	ZFP354C:NM_013922	core_gene_genebody_peak	0
chr11	51364539	51365533	COL23A1:NM_153393	core_gene_genebody_peak	0
chr11	51378500	51378890	COL23A1:NM_153393	core_gene_genebody_peak	0
chr11	51420296	51420665	HNRNPAB:NM_001048061:NM_010448	core_gene_TSS_peak	0
chr11	51456623	51458422	C330016O10RIK:NM_145974	core_gene_genebody_peak	0
chr1	151678267	151678860	PLA2G4A:NM_008869	core_gene_genebody_peak	0
chr11	51889364	51890254	CDKL3:NM_001166655:NM_001166657:NM_001166656:NM_001166653:NM_153785:NM_001166654	core_gene_genebody_peak	0
chr1	151946695	151947573	AC114655.1:NR_015466	core_gene_TSS_peak	0
chr1	151946695	151947573	PTGS2:NM_011198	core_gene_TSS_peak	0
chr11	52081711	52082689	TCF7:NM_009331	core_gene_genebody_peak	0
chr1	152234681	152235124	BC003331:NM_145511:NM_001077237	core_gene_genebody_peak	0
chr11	53113961	53114632	HSPA4:NM_008300	core_gene_TSS_peak	0
chr11	53706546	53706857	SLC22A5:NM_011396	core_gene_genebody_peak	0
chr1	154248087	154248665	GLT25D2:NM_177756	core_gene_genebody_peak	0
chr1	154451123	154451977	RGL1:NM_016846	core_gene_genebody_peak	0
chr11	54510733	54511682	RAPGEF6:NM_175258	core_gene_genebody_peak	0
chr11	54546890	54547514	CDC42SE2:NM_178626	core_gene_genebody_peak	0
chr1	155499787	155500633	RGS8:NM_026380	core_gene_TSS_peak	0
chr11	5615008	5615362	URGCP:NM_178623:NM_001077661	core_gene_genebody_peak	0
chr1	156519358	156520020	CACNA1E:NM_009782	core_gene_genebody_peak	0
chr11	5734441	5734991	POLM:NM_017401	core_gene_genebody_peak	0
chr11	5737062	5737553	POLM:NM_017401	core_gene_genebody_peak	0
chr11	5737691	5738364	POLM:NM_017401	core_gene_TSS_peak	0
chr1	157569361	157569784	LHX4:NM_010712	core_gene_genebody_peak	0
chr1	157629418	157630164	QSOX1:NM_023268:NM_001024945	core_gene_genebody_peak	0
chr11	57917638	57918376	CNOT8:NM_026949	core_gene_TSS_peak	0
chr11	58143492	58144474	SH3BP5L:NM_024480:NM_001161338	core_gene_TSS_peak	0
chr11	5830423	5830963	GCK:NM_010292	core_gene_genebody_peak	0
chr1	158389587	158390416	SOAT1:NM_009230	core_gene_genebody_peak	0
chr1	158527182	158527645	ABL2:NM_009595:NM_001136104	core_gene_genebody_peak	0
chr11	58790469	58791169	TRIM11:NM_053168	core_gene_genebody_peak	0
chr11	58991995	58992479	GJC2:NM_175452:NM_080454	core_gene_genebody_peak	0
chr11	59921860	59922439	RAI1:NM_009021:NM_001037764	core_gene_genebody_peak	0
chr11	60020139	60020876	SREBF1:NM_011480	core_gene_genebody_peak	0
chr11	60036364	60037031	SREBF1:NM_011480	core_gene_genebody_peak	0
chr11	60590595	60591531	SMCR8:NM_175491:NM_001085440	core_gene_TSS_peak	0
chr11	60590595	60591531	TOP3A:NM_009410	core_gene_TSS_peak	0
chr11	60643940	60644641	DHRS7B:NM_145428:NM_001172112	core_gene_TSS_peak	0
chr11	6077456	6078529	NUDCD3:NM_173748	core_gene_genebody_peak	0
chr11	6084427	6085021	NUDCD3:NM_173748	core_gene_genebody_peak	0
chr11	61123171	61124024	SLC47A2:NM_001033542	core_gene_genebody_peak	0
chr11	6167314	6168230	DDX56:NM_026538	core_gene_TSS_peak	0
chr11	62079867	62080567	ADORA2B:NM_007413	core_gene_genebody_peak	0
chr11	62352827	62353472	CENPV:NM_028448	core_gene_genebody_peak	0
chr11	62402657	62403249	TRPV2:NM_011706	core_gene_genebody_peak	0
chr11	62602735	62603264	ZFP286:NM_138949	core_gene_TSS_peak	0
chr11	62634133	62634800	TRIM16:NM_053169	core_gene_genebody_peak	0
chr11	63788698	63789304	COX10:NM_178379	core_gene_genebody_peak	0
chr11	6460905	6461179	CCM2:NM_146014	core_gene_genebody_peak	0
chr1	16508425	16509018	STAU2:NM_025303:NM_001111272	core_gene_genebody_peak	0
chr1	165221877	165222264	PRRX1:NM_011127:NM_175686:NM_001025570	core_gene_genebody_peak	0
chr11	6562908	6563627	RAMP3:NM_019511	core_gene_genebody_peak	0
chr1	166217441	166218228	4930455F23RIK:NM_029115	core_gene_genebody_peak	0
chr1	166371297	166372306	ATP1B1:NM_009721	core_gene_genebody_peak	0
chr1	166383837	166384550	ATP1B1:NM_009721	core_gene_genebody_peak	0
chr1	167084278	167084717	TBX19:NM_032005	core_gene_genebody_peak	0
chr11	67393940	67394473	GAS7:NM_008088:NM_001109657	core_gene_genebody_peak	0
chr11	67402104	67402924	GAS7:NM_008088:NM_001109657	core_gene_genebody_peak	0
chr1	167621580	167622022	RCSD1:NM_178593:NM_001038846	core_gene_genebody_peak	0
chr1	167865028	167865392	POU2F1:NM_198934:NM_198933:NM_011137:NM_198932	core_gene_genebody_peak	0
chr11	67896262	67896649	STX8:NM_018768	core_gene_genebody_peak	0
chr11	68084150	68085271	NTN1:NM_008744	core_gene_genebody_peak	0
chr11	68264623	68265302	PIK3R5:NM_177320	core_gene_genebody_peak	0
chr11	68333251	68334131	PIK3R6:NM_001081566:NM_001004435	core_gene_genebody_peak	0
chr11	68883523	68884659	TMEM107:NM_028336:NM_025838	core_gene_TSS_peak	0
chr11	69118814	69119439	CNTROB:NM_172560	core_gene_genebody_peak	0
chr1	169175312	169175980	UCK2:NM_030724	core_gene_genebody_peak	0
chr1	169214199	169214477	UCK2:NM_030724	core_gene_genebody_peak	0
chr11	69572606	69573139	AMAC1:NM_019871	core_gene_genebody_peak	0
chr11	69572606	69573139	POLR2A:NM_009089	core_gene_genebody_peak	0
chr11	69579632	69580339	ZBTB4:NM_029348	core_gene_genebody_peak	0
chr11	69612842	69613289	FGF11:NM_010198	core_gene_genebody_peak	0
chr11	69708062	69708754	ACAP1:NM_153788	core_gene_genebody_peak	0
chr11	69834731	69835346	DLG4:NM_007864:NM_001109752	core_gene_genebody_peak	0
chr11	70658753	70659297	RABEP1:NM_019400	core_gene_genebody_peak	0
chr1	171461382	171462022	NUF2:NM_023284	core_gene_TSS_peak	0
chr1	172143341	172143952	UHMK1:NM_010633	core_gene_genebody_peak	0
chr11	72607288	72607914	CYB5D2:NM_001024926	core_gene_genebody_peak	0
chr11	72607288	72607914	ZZEF1:NM_001045536	core_gene_genebody_peak	0
chr1	172636187	172636553	ATF6:NM_001081304	core_gene_genebody_peak	0
chr11	72730786	72731167	ZZEF1:NM_001045536	core_gene_genebody_peak	0
chr11	72734170	72734599	ZZEF1:NM_001045536	core_gene_genebody_peak	0
chr1	172734909	172735373	ATF6:NM_001081304	core_gene_genebody_peak	0
chr11	72738515	72739390	ZZEF1:NM_001045536	core_gene_genebody_peak	0
chr11	72775067	72775746	ATP2A3:NM_016745:NM_001163337:NM_001163336	core_gene_genebody_peak	0
chr11	72832629	72833380	CAMKK1:NM_018883	core_gene_genebody_peak	0
chr11	72851212	72851595	CAMKK1:NM_018883	core_gene_genebody_peak	0
chr1	172858568	172859073	FCRLA:NM_145141:NR_027666:NM_001160215	core_gene_genebody_peak	0
chr1	172906026	172906586	FCGR2B:NM_010187:NM_001077189	core_gene_TSS_peak	0
chr1	172980791	172981926	FCGR3:NM_010188	core_gene_genebody_peak	0
chr11	72981181	72981900	P2RX5:NM_033321	core_gene_genebody_peak	0
chr1	173080247	173080962	MPZ:NM_008623	core_gene_TSS_peak	0
chr1	173080247	173080962	SDHC:NM_025321	core_gene_TSS_peak	0
chr1	173433326	173434419	REFBP2:NM_019484	core_gene_TSS_peak	0
chr1	173582676	173583591	SLAMF7:NM_144539	core_gene_TSS_peak	0
chr1	173849313	173850016	SLAMF6:NM_030710	core_gene_genebody_peak	0
chr1	173950300	173950775	VANGL2:NM_033509	core_gene_genebody_peak	0
chr1	174170999	174171691	ATP1A4:NM_013734	core_gene_genebody_peak	0
chr11	74216306	74216677	RAP1GAP2:NM_001015046	core_gene_genebody_peak	0
chr1	174241730	174242404	IGSF8:NM_080419	core_gene_genebody_peak	0
chr11	74292915	74293678	RAP1GAP2:NM_001015046	core_gene_genebody_peak	0
chr1	174455261	174455919	CCDC19:NM_027972	core_gene_genebody_peak	0
chr1	174488049	174488611	VSIG8:NM_177723:NR_027644	core_gene_genebody_peak	0
chr11	74599989	74600711	METT10D:NM_026197	core_gene_genebody_peak	0
chr11	74664320	74665098	SGSM2:NM_197943	core_gene_genebody_peak	0
chr11	74738915	74739215	SMG6:NM_001002764	core_gene_genebody_peak	0
chr11	74738915	74739215	SRR:NM_013761:NM_001163311	core_gene_genebody_peak	0
chr11	74998612	74999035	DPH1:NM_144491	core_gene_genebody_peak	0
chr11	75157717	75158065	RPA1:NM_026653:NM_001164223	core_gene_genebody_peak	0
chr11	75223618	75224071	SERPINF1:NM_011340	core_gene_genebody_peak	0
chr11	75228410	75229285	SERPINF1:NM_011340	core_gene_genebody_peak	0
chr11	75374399	75375178	SLC43A2:NM_173388	core_gene_genebody_peak	0
chr11	75407827	75408442	PITPNA:NM_008850	core_gene_genebody_peak	0
chr11	75409447	75410126	PITPNA:NM_008850	core_gene_genebody_peak	0
chr11	75458043	75458880	INPP5K:NM_008916	core_gene_genebody_peak	0
chr11	75467882	75468333	MYO1C:NM_008659:NM_001080774:NM_001080775	core_gene_genebody_peak	0
chr11	75842742	75843432	FAM101B:NM_029658	core_gene_genebody_peak	0
chr11	75992268	75993177	VPS53:NM_026664	core_gene_TSS_peak	0
chr11	76318649	76319388	ABR:NM_198018:NM_198895:NM_198894	core_gene_genebody_peak	0
chr11	76618592	76618911	CPD:NM_007754	core_gene_genebody_peak	0
chr11	76891303	76892236	CCDC55:NM_001012309	core_gene_TSS_peak	0
chr11	76891303	76892236	NR_030756:NR_030756	core_gene_TSS_peak	0
chr1	177571800	177572271	KMO:NM_133809	core_gene_genebody_peak	0
chr11	77700818	77701483	PIPOX:NM_008952	core_gene_genebody_peak	0
chr11	77794962	77795878	PHF12:NM_174852	core_gene_genebody_peak	0
chr11	77831210	77832214	PHF12:NM_174852	core_gene_genebody_peak	0
chr11	77983555	77984330	NEK8:NM_080849	core_gene_genebody_peak	0
chr11	78194867	78195343	FOXN1:NM_008238	core_gene_genebody_peak	0
chr11	78279576	78280518	SLC46A1:NM_026740	core_gene_genebody_peak	0
chr11	78342228	78342920	TNFAIP1:NM_001159392:NM_009395	core_gene_genebody_peak	0
chr1	178746933	178747429	SDCCAG8:NM_029756	core_gene_genebody_peak	0
chr11	78855458	78856205	KSR1:NM_013571	core_gene_genebody_peak	0
chr11	78889920	78890757	KSR1:NM_013571	core_gene_genebody_peak	0
chr1	178923206	178924215	SDCCAG8:NM_029756	core_gene_genebody_peak	0
chr11	78936805	78937770	KSR1:NM_013571	core_gene_genebody_peak	0
chr11	78938946	78939759	KSR1:NM_013571	core_gene_genebody_peak	0
chr11	79067796	79068501	WSB1:NM_019653:NM_001042565	core_gene_TSS_peak	0
chr1	179726846	179727346	ADSS:NM_007422	core_gene_genebody_peak	0
chr11	80136404	80137260	RHBDL3:NM_139228	core_gene_genebody_peak	0
chr11	80532411	80533198	MYO1D:NM_177390	core_gene_genebody_peak	0
chr11	80752936	80753635	ACCN1:NM_007384:NM_001034013	core_gene_genebody_peak	0
chr11	82223421	82224648	TMEM132E:NM_023438	core_gene_genebody_peak	0
chr11	82235355	82236276	TMEM132E:NM_023438	core_gene_genebody_peak	0
chr11	82237015	82237899	TMEM132E:NM_023438	core_gene_genebody_peak	0
chr1	182285965	182286941	ITPKB:NM_001081175	core_gene_genebody_peak	0
chr1	182411511	182411958	6330403A02RIK:NM_001081227	core_gene_genebody_peak	0
chr1	182517617	182518448	PARP1:NM_007415	core_gene_genebody_peak	0
chr11	82649262	82650082	RFFL:NM_026097:NM_001164570:NM_001164569:NM_001164571:NM_001007465	core_gene_genebody_peak	0
chr11	82683527	82684355	RFFL:NM_026097:NM_001164570:NM_001164569:NM_001164571:NM_001007465	core_gene_genebody_peak	0
chr1	182903988	182904426	TMEM63A:NM_144794	core_gene_genebody_peak	0
chr11	83285832	83286545	TAF15:NM_027427	core_gene_genebody_peak	0
chr11	8343492	8344170	TNS3:NM_001083587	core_gene_genebody_peak	0
chr11	83663061	83663390	HNF1B:NM_009330	core_gene_genebody_peak	0
chr1	184391453	184391796	TRP53BP2:NM_173378	core_gene_genebody_peak	0
chr11	84684321	84684793	GGNBP2:NM_153144	core_gene_genebody_peak	0
chr11	8489232	8490187	TNS3:NM_001083587	core_gene_genebody_peak	0
chr11	8522682	8523282	TNS3:NM_001083587	core_gene_genebody_peak	0
chr11	8528673	8529531	TNS3:NM_001083587	core_gene_genebody_peak	0
chr11	85444587	85445092	BCAS3:NM_138681:NM_001166643:NM_001166642	core_gene_genebody_peak	0
chr11	85606029	85606729	BCAS3:NM_138681:NM_001166643:NM_001166642	core_gene_genebody_peak	0
chr11	85613433	85614255	BCAS3:NM_138681:NM_001166643:NM_001166642	core_gene_genebody_peak	0
chr11	86045541	86045874	INTS2:NM_027421	core_gene_genebody_peak	0
chr11	86497052	86497806	PTRH2:NM_175004:NM_001098810	core_gene_TSS_peak	0
chr11	86497052	86497806	TMEM49:NM_029478:NR_029738	core_gene_TSS_peak	0
chr11	86532906	86533477	CLTC:NM_001003908	core_gene_genebody_peak	0
chr1	186667784	186668118	MOSC2:NM_133684	core_gene_genebody_peak	0
chr1	187024951	187025564	RAB3GAP2:NM_001163754	core_gene_genebody_peak	0
chr11	87053447	87054734	PPM1E:NM_177167	core_gene_genebody_peak	0
chr11	87977674	87978407	CUEDC1:NM_198013:NM_001172099	core_gene_genebody_peak	0
chr11	88001068	88001910	CUEDC1:NM_198013:NM_001172099	core_gene_genebody_peak	0
chr11	88260818	88261720	MSI2:NM_054043	core_gene_genebody_peak	0
chr11	88355680	88356264	MSI2:NM_054043	core_gene_genebody_peak	0
chr11	88481261	88481773	MSI2:NM_054043	core_gene_genebody_peak	0
chr11	88940225	88941503	GM525:NM_001033266	core_gene_genebody_peak	0
chr1	191550080	191550573	PTPN14:NM_008976	core_gene_genebody_peak	0
chr1	191561861	191562811	PTPN14:NM_008976	core_gene_genebody_peak	0
chr1	191625179	191625549	PTPN14:NM_008976	core_gene_genebody_peak	0
chr1	192752949	192753443	ANGEL2:NM_021421	core_gene_genebody_peak	0
chr1	192802387	192802790	VASH2:NM_144879:NR_027352	core_gene_genebody_peak	0
chr1	193135901	193136425	NENF:NM_025424	core_gene_genebody_peak	0
chr1	193221162	193221902	PPP2R5A:NM_144880	core_gene_genebody_peak	0
chr1	193429839	193430713	INTS7:NM_178632	core_gene_genebody_peak	0
chr1	193580384	193580921	LPGAT1:NM_172266:NM_001134829	core_gene_genebody_peak	0
chr1	193642751	193643425	NEK2:NM_010892	core_gene_genebody_peak	0
chr1	193798505	193799029	RD3:NM_023727	core_gene_genebody_peak	0
chr1	193910327	193911159	TRAF5:NM_011633	core_gene_genebody_peak	0
chr1	194032547	194033096	KCNH1:NM_010600:NM_001038607	core_gene_genebody_peak	0
chr11	94072082	94072651	TOB1:NM_009427	core_gene_genebody_peak	0
chr11	94452717	94453401	ACSF2:NM_153807	core_gene_genebody_peak	0
chr1	194828702	194829118	SYT14:NM_181546	core_gene_genebody_peak	0
chr11	94861593	94862774	PPP1R9B:NM_172261	core_gene_genebody_peak	0
chr11	94887158	94888092	PDK2:NM_133667	core_gene_genebody_peak	0
chr11	94887158	94888092	SAMD14:NM_146025	core_gene_genebody_peak	0
chr1	195027255	195027932	TRAF3IP3:NM_153137	core_gene_TSS_peak	0
chr11	95120638	95121456	TAC4:NM_053093	core_gene_genebody_peak	0
chr1	195156025	195157093	LAMB3:NM_008484	core_gene_genebody_peak	0
chr11	95694982	95697177	ABI3:NM_025659:NM_001163464	core_gene_genebody_peak	0
chr11	97348752	97349695	ARHGAP23:NM_021493	core_gene_genebody_peak	0
chr11	97545142	97545928	CISD3:NM_001085500	core_gene_genebody_peak	0
chr11	97545142	97545928	MLLT6:NM_139311	core_gene_genebody_peak	0
chr11	97606381	97606843	CCDC49:NM_026186	core_gene_genebody_peak	0
chr11	97606381	97606843	PIP4K2B:NM_054051	core_gene_genebody_peak	0
chr11	97691205	97691851	LASP1:NM_010688	core_gene_genebody_peak	0
chr11	97845030	97845806	PLXDC1:NM_028199:NM_001163608	core_gene_genebody_peak	0
chr11	97855683	97856822	ARL5C:NM_207231	core_gene_genebody_peak	0
chr11	97869053	97869820	CACNB1:NM_145121:NM_001159320:NM_031173:NM_001159319	core_gene_genebody_peak	0
chr11	97914083	97914495	STAC2:NM_146028	core_gene_genebody_peak	0
chr11	98345563	98346013	IKZF3:NM_011771	core_gene_genebody_peak	0
chr11	98352780	98353521	IKZF3:NM_011771	core_gene_genebody_peak	0
chr11	98354026	98355073	IKZF3:NM_011771	core_gene_genebody_peak	0
chr11	98376663	98377238	IKZF3:NM_011771	core_gene_genebody_peak	0
chr11	98566369	98566992	MED24:NM_011869	core_gene_genebody_peak	0
chr11	98611420	98611958	THRA:NM_178060	core_gene_genebody_peak	0
chr11	98612774	98613361	THRA:NM_178060	core_gene_genebody_peak	0
chr11	98631582	98632359	NR1D1:NM_145434	core_gene_genebody_peak	0
chr11	98699770	98700332	RAPGEFL1:NM_001080925	core_gene_genebody_peak	0
chr11	98701176	98701855	RAPGEFL1:NM_001080925	core_gene_genebody_peak	0
chr11	98802948	98803888	RARA:NM_009024:NM_001177302:NM_001177303:NM_001176528	core_gene_genebody_peak	0
chr11	99099550	99100224	KRT222:NM_172946	core_gene_genebody_peak	0
chr11	99231172	99231623	KRT28:NM_027574	core_gene_genebody_peak	0
chr1	20902214	20902844	PAQR8:NM_028829	core_gene_genebody_peak	0
chr12	100498112	100498666	FOXN3:NM_183186	core_gene_genebody_peak	0
chr12	100550266	100550959	FOXN3:NM_183186	core_gene_genebody_peak	0
chr12	101011803	101012504	2610021K21RIK:NM_030172	core_gene_genebody_peak	0
chr12	101087883	101088541	2610021K21RIK:NM_030172	core_gene_genebody_peak	0
chr12	101440118	101440480	CALM1:NM_009790	core_gene_genebody_peak	0
chr12	101569905	101570471	TTC7B:NM_001033213	core_gene_genebody_peak	0
chr12	101586377	101587077	TTC7B:NM_001033213	core_gene_genebody_peak	0
chr12	102240714	102241787	CCDC88C:NM_026681	core_gene_genebody_peak	0
chr12	102254093	102254638	CCDC88C:NM_026681	core_gene_genebody_peak	0
chr12	103540281	103541563	RIN3:NM_177620:NM_001161365	core_gene_genebody_peak	0
chr12	103621402	103622123	RIN3:NM_177620:NM_001161365	core_gene_genebody_peak	0
chr12	103881211	103882276	ITPK1:NM_172584	core_gene_genebody_peak	0
chr12	103883931	103884711	ITPK1:NM_172584	core_gene_genebody_peak	0
chr12	104563757	104564233	ASB2:NM_023049	core_gene_genebody_peak	0
chr12	104579236	104580139	ASB2:NM_023049	core_gene_genebody_peak	0
chr12	104581381	104582383	ASB2:NM_023049	core_gene_genebody_peak	0
chr12	105452073	105452711	SERPINA3F:NM_001168295:NM_001168294:NM_001033335	core_gene_genebody_peak	0
chr12	105452073	105452711	SERPINA3G:NM_009251	core_gene_genebody_peak	0
chr12	106076755	106077473	CLMN:NM_001040682:NM_053155	core_gene_genebody_peak	0
chr12	106169394	106170043	4831426I19RIK:NM_001042699:NM_172500	core_gene_genebody_peak	0
chr12	106228814	106229812	4831426I19RIK:NM_001042699:NM_172500	core_gene_genebody_peak	0
chr12	106239045	106239719	4831426I19RIK:NM_001042699:NM_172500	core_gene_genebody_peak	0
chr12	106713216	106713935	NR_015481:NR_015481	core_gene_genebody_peak	0
chr12	109891555	109892364	EVL:NM_007965:NM_001163394:NM_001163395:NM_001163396	core_gene_genebody_peak	0
chr12	111723805	111724904	PPP2R5C:NM_001135001:NM_001081458:NM_012023:NM_001081457	core_gene_genebody_peak	0
chr12	111780386	111781303	PPP2R5C:NM_001135001:NM_001081458:NM_012023:NM_001081457	core_gene_genebody_peak	0
chr12	112078926	112079459	RAGE:NM_011973	core_gene_TSS_peak	0
chr12	112663333	112663849	1200009I06RIK:NM_028807	core_gene_genebody_peak	0
chr12	112692147	112693170	TNFAIP2:NM_009396	core_gene_genebody_peak	0
chr12	112723138	112723533	GM266:NM_001033248	core_gene_genebody_peak	0
chr12	113367314	113367896	MMU-MIR-203:NR_029590	core_gene_genebody_peak	0
chr12	113855103	113855817	ADSSL1:NM_007421	core_gene_genebody_peak	0
chr12	113855941	113856772	ADSSL1:NM_007421	core_gene_genebody_peak	0
chr12	113999990	114000714	PLD4:NM_178911	core_gene_genebody_peak	0
chr12	114095041	114095541	GPR132:NM_019925	core_gene_genebody_peak	0
chr12	114232017	114232847	BRF1:NM_028193	core_gene_genebody_peak	0
chr12	114261141	114262099	PACS2:NM_001081170	core_gene_genebody_peak	0
chr12	114393084	114394113	4930427A07RIK:NM_134041	core_gene_genebody_peak	0
chr12	114425591	114426201	TMEM121:NM_153776	core_gene_genebody_peak	0
chr12	117285526	117286343	ZFP386:NM_019565:NM_001004066	core_gene_TSS_peak	0
chr12	117376002	117376842	VIPR2:NM_009511	core_gene_genebody_peak	0
chr12	118798945	118799342	RAPGEF5:NM_175930	core_gene_genebody_peak	0
chr12	118834128	118834785	RAPGEF5:NM_175930	core_gene_genebody_peak	0
chr12	16771346	16772148	GREB1:NM_015764	core_gene_genebody_peak	0
chr12	16907445	16908093	ROCK2:NM_009072	core_gene_genebody_peak	0
chr1	21873956	21874229	KCNQ5:NM_023872:NM_001160139	core_gene_genebody_peak	0
chr1	21950331	21951080	KCNQ5:NM_023872:NM_001160139	core_gene_genebody_peak	0
chr12	21198348	21198794	ASAP2:NM_001135192:NM_001098168:NM_001004364	core_gene_genebody_peak	0
chr12	25721851	25722713	KIDINS220:NM_001081378	core_gene_genebody_peak	0
chr12	30641583	30642148	PXDN:NM_181395	core_gene_genebody_peak	0
chr12	3287369	3288166	RAB10:NM_016676	core_gene_genebody_peak	0
chr12	34010187	34010733	ATXN7L1:NM_028139:NM_001033436	core_gene_genebody_peak	0
chr12	3571811	3572218	DTNB:NR_027869:NM_001162465:NR_027870:NM_007886	core_gene_genebody_peak	0
chr12	3861579	3862332	DNMT3A:NM_007872:NM_153743	core_gene_genebody_peak	0
chr12	3868224	3869135	DNMT3A:NM_007872:NM_153743	core_gene_genebody_peak	0
chr12	40829049	40829460	SCIN:NM_009132:NM_001146196	core_gene_genebody_peak	0
chr12	40834732	40835221	SCIN:NM_009132:NM_001146196	core_gene_genebody_peak	0
chr12	41262808	41263255	DOCK4:NM_172803	core_gene_genebody_peak	0
chr12	42979463	42979874	IMMP2L:NM_053122	core_gene_genebody_peak	0
chr12	4823926	4824549	0610009D07RIK:NM_025323	core_gene_TSS_peak	0
chr12	4924783	4925372	ATAD2B:NM_001099628	core_gene_genebody_peak	0
chr12	52988363	52989197	HEATR5A:NM_177171	core_gene_genebody_peak	0
chr12	54040503	54041173	AKAP6:NM_198111	core_gene_genebody_peak	0
chr12	60167223	60167932	PNN:NM_008891	core_gene_TSS_peak	0
chr12	60228738	60229079	CTAGE5:NM_146034:NM_001165254:NM_001165253	core_gene_genebody_peak	0
